date,maxtp(Maximum Air Temperature - degrees C),mintp(Minimum Air Temperature - degrees C),gmin(Grass Minimum Temperature - degrees C),rain(Precipitation Amount - mm),cbl (Mean CBL Pressure-hpa),wdsp(Mean Wind Speed - knot),pe(Potential Evapotranspiration - mm),evap(Evaporation -mm)
5-Aug-80,19.6,13,11.6,0.7,1000.2,10.9,2.6,3.8
6-Aug-80,14.7,12.5,12.5,8.9,1005.4,3.9,1.2,1.6
7-Aug-80,15.6,12.5,12.4,29.4,1003.1,8.9,1.2,1.8
8-Aug-80,16.9,12.4,9.3,0,1005.5,6.9,2.4,3.3
9-Aug-80,19.3,12.2,10.9,0.1,1005.3,4,2.1,2.8
10-Aug-80,18.7,14.5,13.6,2.3,1002.6,7.7,1.6,2.3
11-Aug-80,19.3,11.6,13.6,8.7,994.8,11.7,2.4,3.5
12-Aug-80,17.3,11.1,9.8,3,996,13.4,2.4,3.6
13-Aug-80,21.7,12.8,12.2,5.6,993.8,7.7,1.6,2.2
14-Aug-80,18.9,13.1,15,8.2,993.7,4.4,1.3,1.7
15-Aug-80,19.7,11.6,9,0,998.4,3.6,2.5,3.4
16-Aug-80,20,11,7.7,0,1001.1,8.5,2.1,3
17-Aug-80,19.1,13.6,11.5,1.3,1001.8,13.5,2.4,3.5
18-Aug-80,17.4,12,12.5,0,1011.5,13,2.2,3.1
19-Aug-80,18.7,10.7,8.2,0,1013.2,12.8,2,3
20-Aug-80,22,15.7,15,0.5,1005.8,20.8,3.1,4.9
21-Aug-80,17.1,10.2,8.6,1,1009.8,11.2,2.1,3.4
22-Aug-80,18.4,9.6,7.1,0,1015,8.7,2.8,3.8
23-Aug-80,16,7.6,3.3,0,1016.3,5,2.2,3
24-Aug-80,17.7,7.3,0.5,0,1013.6,2.5,2.6,3.5
25-Aug-80,17.1,8.4,1.8,0,1009.5,4.4,2.2,3
26-Aug-80,19.7,11.1,5.6,0,1006.8,4.3,2.5,3.4
27-Aug-80,20.4,10.1,3,0,1003.9,6.8,2,2.7
28-Aug-80,19.8,13.4,11.1,2.4,1001.2,7.6,1.7,2.3
29-Aug-80,16.6,12.3,14.5,2.9,994.8,6.7,0.9,1.3
30-Aug-80,19.2,12.6,11,0.9,1000.9,12.8,2.4,3.4
31-Aug-80,20.5,12.4,10.1,0,1012.7,4.9,2.2,2.9
1-Sep-80,19.3,14.4,11.9,0,1014.1,7.8,2,2.7
2-Sep-80,22.2,13.4,11.4,0,1009.6,8.8,2.7,3.5
3-Sep-80,17.9,11.9,4.9,0,1005.8,6.3,1.8,2.4
4-Sep-80,19,14.2,8.5,4,1000.5,8.6,1.9,2.3
5-Sep-80,19.2,10.8,10,4.2,999.8,11.8,2.4,3.5
6-Sep-80,21.2,13.6,11.2,0,1003,14.1,3,4
7-Sep-80,18.9,13,11.8,1.5,999.3,11.7,2,2.6
8-Sep-80,17,9.4,10.1,0.1,1005.1,10.1,2.3,3.2
9-Sep-80,14.5,8.5,6.5,0.7,1005,11.8,1.1,1.7
10-Sep-80,15.9,12.4,11.5,1.8,997.4,17.2,1.4,2.2
11-Sep-80,17.1,12.3,11.1,3.7,997.1,13.4,1,1.5
12-Sep-80,16.6,10.5,9.8,1.2,996,22.6,2.3,3.8
13-Sep-80,16.1,9.5,6.8,2.7,1002,17.1,1.4,2.2
14-Sep-80,16.9,12,10.4,2.6,1002.5,10.2,1.2,1.7
15-Sep-80,20.4,13.5,12.3,1.1,1001.8,9.3,1.6,2.2
16-Sep-80,19.7,11.5,12.9,7.1,998.4,10.5,2,2.9
17-Sep-80,14.5,10.2,8.2,0,1001.3,11.1,1.4,1.9
18-Sep-80,15.6,12.6,10.6,9.6,992.5,12.6,1.3,1.7
19-Sep-80,16.4,13.4,11.2,4.3,990.8,9.1,1.2,1.7
20-Sep-80,18.4,10.6,9.2,0,998.2,5.1,1.5,2.2
21-Sep-80,16.9,10.8,7.1,35.4,995,16.5,0.8,1.3
22-Sep-80,15,13.1,11.5,6.2,996.2,11.8,1,1.3
23-Sep-80,15.4,10.6,7.1,0.8,1003.2,6.9,1,1.3
24-Sep-80,16.2,8.2,5,0.2,1011.5,7.3,1.7,2.4
25-Sep-80,18,9.2,3,0,1013.3,7.6,1.7,2.3
26-Sep-80,15.8,12.8,8.7,10.3,1006.2,10.2,1,1.3
27-Sep-80,15.1,8.6,4.6,0,1005.2,5.5,0.9,1.3
28-Sep-80,16.7,6.7,4.5,0,1013.1,4.7,1.4,1.9
29-Sep-80,14.8,7.4,2.9,0,1013.5,10.7,0.8,1.2
30-Sep-80,16.6,7.3,5.1,0,1018.3,7,1.5,2.1
1-Oct-80,15,8,6.9,0.7,1015.2,12.7,0.9,1.5
2-Oct-80,15,5.4,3,0,1016.9,5.8,1.3,1.8
3-Oct-80,17,7.8,-0.6,12.1,1007.3,10.3,1,1.4
4-Oct-80,13.8,4.7,2.9,0,1011,7.5,1.2,1.6
5-Oct-80,12.3,6,3,2.6,1005.9,12,0.8,1.2
6-Oct-80,15,7,5.6,11.7,986.1,16.8,0.9,1.3
7-Oct-80,10.7,4.8,2.9,1.1,977.7,18.8,1.3,2.1
8-Oct-80,10.5,3.8,2.3,0.5,988.4,14.4,1.4,2
9-Oct-80,10.2,3,1.8,0.3,995.7,10.5,1.1,1.6
10-Oct-80,7.8,2.9,-1.1,13.4,991.4,6.4,0.5,0.7
11-Oct-80,12.2,3.9,5,0.9,1000.2,10.9,1.1,1.6
12-Oct-80,11,2.3,-0.7,0,1004.3,6,0.8,1.1
13-Oct-80,11.2,6.5,-0.7,6.1,996,4.7,0.7,0.9
14-Oct-80,12.3,6.6,-0.9,1.8,996.6,11.8,0.8,1.2
15-Oct-80,10.8,4.9,3.1,5.8,1000.1,11,0.9,1.2
16-Oct-80,8.2,4.6,1.8,6.7,994.8,16.4,0.8,1.2
17-Oct-80,10.6,3,0.2,0,996.9,15.9,1.3,1.9
18-Oct-80,10,1.3,-4.2,0,1003.2,10,0.9,1.3
19-Oct-80,11,6.1,1.6,0.7,1009.2,6.8,0.7,1
20-Oct-80,13,7.6,4.2,4,1008.8,5.2,0.6,0.8
21-Oct-80,13.3,10.8,7.5,2.6,997.9,9.1,0.7,0.9
22-Oct-80,13.1,9.1,10,19.5,984.2,12.1,0.4,0.6
23-Oct-80,11.8,5.7,5,2,985.5,14.8,0.9,1.3
24-Oct-80,11.2,4.4,1.2,0,990.9,9.5,0.6,0.9
25-Oct-80,12,5.1,2.8,6.2,999.3,8.7,0.6,0.8
26-Oct-80,14.8,10.2,7.2,8.9,995.2,6.3,0.5,0.6
27-Oct-80,15.9,12.5,10.5,4,994.1,7.5,0.8,1
28-Oct-80,14,7.7,8,2.1,994.8,17.6,1,1.4
29-Oct-80,11.7,5.4,4.5,0,1005.8,9.4,0.8,1
30-Oct-80,11.7,5.7,-1.5,0,1012.5,3.8,0.6,0.8
31-Oct-80,11.9,8.1,4,0,1008.2,14,0.9,1.1
1-Nov-80,12.1,10.2,8,0,1005.8,14.9,1.2,1.5
2-Nov-80,11,7.7,6.2,0,1013.7,12.3,1.3,1.6
3-Nov-80,9.4,2.5,-5.2,0,1022.4,6.9,0.8,1
4-Nov-80,7.7,4.1,0.5,0,1023.9,8.6,1,1.3
5-Nov-80,8.4,5.3,4.9,1.5,1018.4,15.5,1.2,1.6
6-Nov-80,8.1,6.5,3.8,0,1011.7,21.8,1.9,2.6
7-Nov-80,8.1,5.7,4.7,7.6,1006.8,18.2,1.3,1.8
8-Nov-80,8,6.5,5.2,1.4,1006.6,16.2,1.2,1.5
9-Nov-80,7.9,5.3,4.4,3.8,1009.7,9.9,0.9,1.1
10-Nov-80,6.8,0.3,1,0.7,1009.3,5.4,0.6,0.7
11-Nov-80,8.4,0.3,-1.8,0,1003.2,9.5,0.5,0.7
12-Nov-80,8,-0.3,-2.2,0,1005.3,9.1,0.4,0.5
13-Nov-80,9,4.5,2.2,0,1005.6,11.4,0.7,0.8
14-Nov-80,12.8,7.7,3.7,9.3,993.6,16.4,0.9,1.2
15-Nov-80,13,11.6,10,2.7,981.8,11.3,0.6,0.8
16-Nov-80,12.6,10.4,8,0.8,985.8,14,0.6,0.8
17-Nov-80,14.2,6.3,7.6,1,978.2,17.4,0.9,1.1
18-Nov-80,8.6,3,0.5,1.1,992.8,11.7,0.6,0.7
19-Nov-80,15.4,6.4,4.9,4.5,1000.8,15.4,0.7,0.9
20-Nov-80,14.6,9.8,11.2,3.2,992,15.6,0.9,1.1
21-Nov-80,14.1,9.6,7.2,1.1,991.6,14.7,0.8,1
22-Nov-80,14,11.5,9.3,0,993.5,17.9,0.9,1
23-Nov-80,12.5,8.9,7.5,0,1001.8,10.3,0.8,0.9
24-Nov-80,13,6,6.3,2.6,1001.6,12.1,0.5,0.6
25-Nov-80,6.2,1.2,2.9,0,1004,16,0.5,0.7
26-Nov-80,6.2,-1,-2.9,0,1008.5,12,0.2,0.2
27-Nov-80,8.2,3.4,2.7,0.1,1003.7,14.6,0.7,0.8
28-Nov-80,4.2,0.1,-2.5,0,1011.8,12.7,0.6,0.7
29-Nov-80,4.1,-1.6,-5.2,0,1026.2,7.2,0.3,0.4
30-Nov-80,7.2,0.6,-4.3,0,1032.8,3,0.2,0.4
1-Dec-80,8.4,1.2,-2.6,4.8,1024.2,11.7,0.6,0.8
2-Dec-80,9.2,2.1,2.6,0.4,1013,11.6,0.2,0.2
3-Dec-80,4.5,0.1,-3.1,0,1015.5,8.7,0.4,0.5
4-Dec-80,8,0.9,-0.9,0,1010,11.2,0.3,0.4
5-Dec-80,10.1,4.7,4.1,0,999.5,19.1,0.8,1
6-Dec-80,5.6,-0.4,-2.5,0,1003.3,9.2,0.1,0.2
7-Dec-80,2.6,-2.2,-5.4,0,1016.4,6.9,0.1,0.2
8-Dec-80,7.1,-2.2,-6,0,1019.6,9,0.4,0.4
9-Dec-80,10,7,4,0,1011.9,15.8,1.2,1.5
10-Dec-80,12.7,9.8,7.5,7.5,1002.7,17,0.8,1.1
11-Dec-80,11.7,6.4,6.9,1.9,1004.2,8.8,0.1,0.1
12-Dec-80,12.9,8.6,-0.3,2.3,998.5,13.3,0.6,0.7
13-Dec-80,12.3,7.6,8.8,0.4,990,19.5,0.6,0.7
14-Dec-80,12.5,2.9,5.7,2,987.1,19.2,0.9,1.2
15-Dec-80,5.1,1.5,-0.4,2.1,997.4,9.6,0.4,0.4
16-Dec-80,11.3,1.3,-0.6,2,1008.3,10.7,0.3,0.4
17-Dec-80,11.6,2.7,7.3,1.1,999.2,15.4,0.5,0.6
18-Dec-80,5.2,0.8,-0.4,0,997.9,14.1,0.4,0.5
19-Dec-80,9,0.8,-2.5,11.4,981.7,11.3,0.3,0.5
20-Dec-80,6.4,4.7,2.4,3.7,972.4,13.2,0.4,0.6
21-Dec-80,9.6,4.3,2.4,0.2,991.4,13,0.3,0.4
22-Dec-80,12.4,9.4,6.3,0.3,1002.6,14.2,0.5,0.6
23-Dec-80,12.3,8.4,8,0.7,1004,16.6,0.5,0.5
24-Dec-80,12.7,4.5,6.3,5.4,999.1,14.8,0.9,1.1
25-Dec-80,5.6,1.5,0.9,1.7,1002.7,17.6,0.3,0.5
26-Dec-80,3,0.4,-0.5,0.8,1010.3,10.9,0.3,0.4
27-Dec-80,6.2,-0.8,-4.6,0,1018.8,9.5,0.2,0.3
28-Dec-80,10.1,6.2,-1.4,0,1021,14.1,0.6,0.8
29-Dec-80,10.7,8.7,6.6,0,1018.2,16.5,1,1.2
30-Dec-80,10.7,9.1,7.8,0.1,1012.8,18.9,0.8,1
31-Dec-80,10.1,3.8,5,0.9,1009.1,21.2,0.5,0.7
1-Jan-81,8,3.4,1.6,0,1016.4,15.6,0.6,0.7
2-Jan-81,11.2,7,5.2,0.5,1003.4,25.6,0.5,0.8
3-Jan-81,11.3,3.2,4.6,0.1,995.8,20,0.7,0.8
4-Jan-81,4.3,-0.7,-1,0,1007.5,11.9,0.4,0.4
5-Jan-81,6,-2.2,-4,0.6,1014.3,10.4,0.2,0.2
6-Jan-81,8,5.3,-1.2,1.4,1017,11.8,0.4,0.6
7-Jan-81,9.4,5.2,-1.1,0,1023.4,9,0.2,0.3
8-Jan-81,10.7,8.2,6.6,0,1020,14.4,0.8,1
9-Jan-81,9.3,1.4,3.5,0.8,1015.6,11.3,0.4,0.5
10-Jan-81,3.9,0.6,-3.2,0,1024.2,11.5,0.7,0.8
11-Jan-81,5.2,1.6,-3,0,1023,9.6,0.5,0.6
12-Jan-81,7,-0.6,1.5,0.2,1010.8,17.2,0.4,0.5
13-Jan-81,8.3,-1.3,-3.9,3.4,1010.8,14,0.5,0.7
14-Jan-81,10.1,1.6,6.3,5,993.1,22.9,0.6,0.9
15-Jan-81,4.4,-0.1,-0.4,0,992.9,12.2,0.5,0.6
16-Jan-81,9.5,-0.2,-2,8.1,989.5,15.4,0.5,0.7
17-Jan-81,6.9,1.2,1.4,0.1,991.2,20.5,0.8,1.2
18-Jan-81,10,0.6,-2.4,4.6,999.6,11.8,0.4,0.5
19-Jan-81,7,4.6,2.4,0.3,1000.4,13.4,0.5,0.6
20-Jan-81,9.6,2.5,-0.5,4.1,1005.8,6.6,0.3,0.4
21-Jan-81,12.1,9.6,4.9,0,1014,15.3,0.4,0.6
22-Jan-81,11.9,7.9,9.1,0,1019.1,7.7,0.3,0.4
23-Jan-81,13,8.2,5.3,0,1016,8.7,1,1.2
24-Jan-81,8.9,4.6,3,0.1,1013.5,9.5,0.4,0.5
25-Jan-81,9,3.7,2,3,1015.8,10.5,0.5,0.7
26-Jan-81,9.6,6.4,6.6,0.5,1019.3,10.7,0.5,0.6
27-Jan-81,8.4,4.3,4.4,0,1024.7,3.1,0.3,0.5
28-Jan-81,9.9,3.5,-1.3,0,1024.1,4.9,0.3,0.4
29-Jan-81,10.4,5.8,1,0,1021.8,5.6,0.3,0.5
30-Jan-81,7.8,5.7,5.4,0,1022.9,4.9,0.6,0.8
31-Jan-81,9.3,4.6,4.2,0,1023.8,6.5,0.6,0.7
1-Feb-81,9.6,2.4,-2.5,0,1021.2,8.3,0.5,0.6
2-Feb-81,12.2,7.9,4.6,11.9,1005.9,19.5,0.5,0.8
3-Feb-81,7.9,3.1,3.5,0.7,994,16.5,0.5,0.7
4-Feb-81,6.2,1.1,-0.5,1.6,994.2,12.5,0.5,0.8
5-Feb-81,10,4.5,0.7,0.2,1002,14.2,0.7,1
6-Feb-81,12,8.2,6.6,0,1006.1,18.8,0.9,1.2
7-Feb-81,12.5,8.8,5.9,1.4,1007,17.1,1,1.3
8-Feb-81,10.1,3.4,4.3,10.9,1007.9,5.2,0.5,0.7
9-Feb-81,6.6,0.2,-0.3,0.6,1009.1,8.9,0.5,0.7
10-Feb-81,5.8,-1.1,-2,0,1017.2,7.8,0.5,0.7
11-Feb-81,6.6,-1.6,-4.7,0,1010.9,8.4,0.6,0.8
12-Feb-81,9,5.7,3,0,999.4,10.1,1,1.2
13-Feb-81,6.7,1.6,-3,0,1009.4,6.8,0.7,1
14-Feb-81,5.8,-0.4,-7,0,1012.8,3.9,0.6,0.8
15-Feb-81,10.4,1.3,-5,0.2,1012.1,6.9,0.7,1
16-Feb-81,7.9,2.9,0.6,0,1016.7,5.1,0.7,1
17-Feb-81,6.2,4.1,-2.2,0,1015.8,10.4,0.8,1.1
18-Feb-81,5.2,2.4,2.3,0,1014.9,11.2,1.1,1.4
19-Feb-81,5.1,0.5,-4.1,0,1016.7,5.5,0.8,1.1
20-Feb-81,3.4,0.2,0.7,1.1,1013.5,4.2,0.5,0.6
21-Feb-81,4,1.6,-3,3.6,1002.6,7.6,0.6,0.8
22-Feb-81,3.9,0.1,-4.5,4.6,996,6,0.4,0.5
23-Feb-81,4.7,2.2,0.5,0.4,1004.8,7,0.6,0.9
24-Feb-81,6.7,1.1,-3.4,0,1013.5,5.9,0.7,1
25-Feb-81,5.5,3.2,-0.5,0,1014.2,14.5,0.9,1.3
26-Feb-81,5.3,2.9,1.7,0,1006.7,20.4,1.2,1.8
27-Feb-81,6.4,2.6,1.1,7.4,988,21.3,0.8,1.4
28-Feb-81,8.6,2.5,-1,3.8,979.3,9.9,0.7,1.1
1-Mar-81,7.8,4.7,2.6,20,978.1,18.9,0.5,0.9
2-Mar-81,7.8,4.5,4.5,3.6,986.8,17.5,0.8,1.3
3-Mar-81,5.1,3.3,2.8,0,1001.8,12,1,1.3
4-Mar-81,6.1,3.2,1.1,0,1004.7,2.1,0.7,1
5-Mar-81,7.8,2.8,0.7,8.4,993.5,8.8,0.6,0.8
6-Mar-81,13.6,7.1,4.3,1.7,986.2,10.2,1.3,1.8
7-Mar-81,15.2,9.3,6.6,3.6,981.8,17.8,1.4,2
8-Mar-81,12.6,7.9,9.1,0.5,985.2,15.5,1.2,1.7
9-Mar-81,10.1,7.5,4.9,4.5,994.6,6.1,0.7,1
10-Mar-81,14.5,8.8,7.3,2.7,989,9.4,0.8,1.2
11-Mar-81,13.3,9.3,7.3,1.1,985.2,9.6,0.8,1.1
12-Mar-81,14.2,6.7,4.8,0,984.8,8.9,1.5,2
13-Mar-81,8.6,5.7,3.8,10.2,981.9,8.5,0.6,0.9
14-Mar-81,10,5.2,5.3,4.1,992.8,9,0.9,1.4
15-Mar-81,9.5,1.9,-1.5,0,1004.1,10,1.3,1.9
16-Mar-81,8.6,1.8,-1,0.2,1009.5,12.7,1.4,2.2
17-Mar-81,8.6,1.9,-1,0.5,1007.6,8.5,1,1.5
18-Mar-81,11.4,5.3,3.7,1.1,997.2,21.3,1.5,2.6
19-Mar-81,11,4.8,5.6,0.7,986.8,15.9,1,1.6
20-Mar-81,10.3,5.6,2.9,0.2,984.2,8.5,1.4,1.9
21-Mar-81,12.5,2.3,-0.2,15.7,975.3,10.8,1,1.5
22-Mar-81,8.2,1.1,-2.2,0.4,981,13.6,2.1,3.1
23-Mar-81,13.3,2.8,1.2,6.9,976.5,20.1,1.2,1.9
24-Mar-81,15.9,8.7,5.4,3.5,982.8,11,1.7,2.3
25-Mar-81,15,7.7,8,0.6,982.3,17.3,1.7,2.7
26-Mar-81,12.5,5.6,3.6,2.1,991.2,14.5,1.8,2.7
27-Mar-81,9.7,7.3,4.2,8.3,985.2,18.2,0.7,1.2
28-Mar-81,12.8,8.2,7.8,1,983.2,13.1,1.6,2.5
29-Mar-81,11.9,6.1,3.2,0,998.7,8.7,1.6,2.4
30-Mar-81,15.5,2.9,-0.9,0,1007.1,5.8,2.1,3
31-Mar-81,13.4,4.7,-2.4,0,1006.5,4.4,1.9,2.7
1-Apr-81,14.3,4.4,-1.9,0,1003.7,4.9,1.5,2.1
2-Apr-81,14.6,6.6,3.2,0,1010.6,4.2,1.6,2.2
3-Apr-81,10.9,5,6.7,0,1016.8,4.1,1.1,1.6
4-Apr-81,14.2,5.3,-0.7,0,1019.4,2.9,1.7,2.4
5-Apr-81,10.4,4.7,0.6,0,1017.8,6.8,1.1,1.6
6-Apr-81,10,4.6,-0.3,0,1013.4,8.1,1.7,2.6
7-Apr-81,9.1,5.8,5.3,0.2,1008.5,3.8,1,1.4
8-Apr-81,12.6,4.5,-1.3,0,1010.6,4,1.8,2.5
9-Apr-81,9.7,4.2,4.8,0,1013.2,4.7,1.2,1.8
10-Apr-81,11.7,5,5.6,3.3,1003.6,6.3,1,1.5
11-Apr-81,12.1,9.1,7.6,6,994.7,10.1,0.8,1.3
12-Apr-81,10.2,7.5,8.4,0.4,1005.2,11.4,0.7,1
13-Apr-81,9.5,6.4,6,6.7,1016.8,13.9,1.2,1.8
14-Apr-81,10.8,6.2,4.7,0,1017.4,11.5,1.6,2.3
15-Apr-81,12.5,5.7,3,0,1018.4,9,2.3,3.5
16-Apr-81,13.7,5.7,0.5,0,1016.5,5.1,2.4,3.5
17-Apr-81,12.5,4.6,-0.5,0,1015.2,6.6,2.1,3.2
18-Apr-81,11.1,3.8,-0.3,0,1019.4,5.8,2.4,3.5
19-Apr-81,10.3,4,-2.1,0,1020.1,7,2,3
20-Apr-81,10.4,3.7,-0.9,0,1023.4,5.2,2.1,3
21-Apr-81,10.2,2.3,-1,0,1021,7.2,1.3,1.9
22-Apr-81,9.8,3.1,5.5,0,1014.9,7.4,1.6,2.2
23-Apr-81,9.1,0.1,-4.2,3.8,1004.8,6.5,1.6,2.4
24-Apr-81,4.8,0.4,1.6,26.2,993.8,18.9,0.5,1
25-Apr-81,6.8,2,-0.1,0.8,1002.5,21.3,2.1,3.9
26-Apr-81,7.1,0.7,-2,0,1009.7,17.1,2.1,3.7
27-Apr-81,11.4,4.1,0.9,0,1013.1,11.7,2.8,4.3
28-Apr-81,11,5.8,4.2,0.8,1011.9,14.5,1,1.5
29-Apr-81,15.6,8.6,6.7,0,1010,14.8,1.8,2.8
30-Apr-81,15,7.1,8.5,0.8,1005.3,15,1.8,2.8
1-May-81,9.6,2.8,-0.7,0,1004.2,6.3,2.1,3.1
2-May-81,11.1,0.8,-2.4,0,1007,9,2.6,4
3-May-81,11.5,3.7,2.6,8.3,994,16.6,1.9,3.4
4-May-81,11.7,5.1,3.9,0.3,989.4,9.1,2.1,3.2
5-May-81,10.4,4.6,-0.3,3,990.2,8.1,1,1.6
6-May-81,14.9,7.2,4.2,0.4,992.5,9.1,1.8,2.5
7-May-81,11.9,9.3,8.6,5.6,990.5,9,0.9,1.3
8-May-81,15.8,7.5,8,0.2,993.2,5.6,2.8,3.9
9-May-81,14,4.6,-1,2.9,999.4,7.8,2.1,3.2
10-May-81,12.1,7.8,8.4,8.4,995.3,12.4,1,1.7
11-May-81,18.8,5.2,0.6,0,996.7,5.2,2.6,3.7
12-May-81,19,9.1,4.5,0,992.9,3.2,3.2,4.3
13-May-81,15.6,10,9,4.1,992.3,4.6,1.7,2.3
14-May-81,13.6,8,8,1.2,994.6,10.4,2.5,3.6
15-May-81,13.6,7.8,5.5,1.7,996.3,15.5,2.4,4.1
16-May-81,11.9,6.7,6.7,6.2,991.2,10,2.3,3.8
17-May-81,12.7,7.6,6.9,9.4,990.2,12.7,1.8,2.9
18-May-81,11,7.5,3.6,5.3,992,11.9,1,1.5
19-May-81,14.9,7.1,3.2,0.5,998.7,9.9,2.2,3.5
20-May-81,16.8,9.6,9.7,9.3,999.5,6.8,1.8,2.5
21-May-81,13.3,9.2,3.8,0,997.8,14,2,3.5
22-May-81,16.1,9.2,7.2,5.8,994.9,10,2.4,3.5
23-May-81,16.2,9.6,7.6,4.2,989.8,13.6,2.6,3.8
24-May-81,15,7.6,6.6,4.7,990.2,8.8,2.8,4
25-May-81,14.2,5.5,0.2,0,989.6,3.4,3,4.1
26-May-81,13.4,7.4,2.7,0.4,991.8,2,1.6,2.1
27-May-81,14,7.9,8,2.7,993,4,2.5,3.4
28-May-81,15.2,5.8,1.8,0.1,995.8,3.7,2,2.7
29-May-81,17.6,8.4,3.7,0.3,999.5,5.8,2,2.7
30-May-81,14.5,9,6,1.8,1000.5,7.7,2,2.9
31-May-81,19,11.3,11.1,5.5,1000.1,7.8,2.9,4.1
1-Jun-81,15.2,9.4,5.7,0,1003.1,8.9,2.6,4
2-Jun-81,16.7,11.7,9.8,21.9,996.8,11.2,2.2,3.3
3-Jun-81,16.8,10.4,9.1,1.6,998.8,13.6,3.3,4.9
4-Jun-81,17,9.9,7.8,1.4,995.3,13.9,2.4,3.5
5-Jun-81,17.7,9,6.9,0.4,997.7,13.5,3.8,5.8
6-Jun-81,15.3,9.3,6.8,6.2,994.8,12.8,2.5,4
7-Jun-81,13.4,9.1,6.6,14.7,992.5,9.1,1.2,1.8
8-Jun-81,17.8,10.6,9.4,2.4,983.5,13.6,2.8,4.3
9-Jun-81,15.7,7.8,8,3.9,992.2,12.1,2.6,4.1
10-Jun-81,15.6,7.1,4.9,5.8,1001,10.2,2.6,3.9
11-Jun-81,14.2,9,9.1,9.5,1001.3,6.8,0.9,1.3
12-Jun-81,15.3,7.4,3.2,0,1012.5,7.1,2.5,3.8
13-Jun-81,22.2,14,11.9,0,1010.3,14,3.3,4.9
14-Jun-81,19.4,13.6,14.4,1.3,1009,9.9,2,2.9
15-Jun-81,16.2,10,9.6,0,1009.3,14.8,2.7,4.3
16-Jun-81,16.2,9.6,7.6,0,1013.7,14.3,3.5,5.2
17-Jun-81,15.5,8.6,9.5,0.4,1017.7,10.2,2.5,3.5
18-Jun-81,13.9,7.3,5,2.3,1016.9,7.7,1.6,2.3
19-Jun-81,20.2,11.1,11,0.4,1013.2,11.1,3.2,4.7
20-Jun-81,17.9,10.3,7.7,0,1016.6,8.8,2.6,3.8
21-Jun-81,19.4,8.6,5.4,0,1019.4,2.9,3.7,5
22-Jun-81,18.2,11.8,9.6,0,1018.5,6.8,2,2.8
23-Jun-81,17.3,10.5,6.3,0,1015.2,5.5,1.7,2.3
24-Jun-81,16.3,10.9,12,0,1012.8,9.6,2.3,3.1
25-Jun-81,14.8,9.5,8.2,1,1012.3,6.5,1.9,2.6
26-Jun-81,14.4,6.9,4.2,0,1010.9,8,3.2,4.8
27-Jun-81,13.8,5.1,3.2,3.9,1010.2,5.6,2.3,3.4
28-Jun-81,15.8,6.3,1.5,0,1012,2,2.4,3.2
29-Jun-81,17.4,8.9,4.6,0,1012.8,6.8,2.1,2.9
30-Jun-81,18.6,11.8,11,0,1007.7,14.4,2.9,4.6
1-Jul-81,17.2,10.2,10.9,0.2,1000,14.2,3,4.8
2-Jul-81,17.4,9.2,6.9,10.8,993.3,6.9,2.6,3.6
3-Jul-81,17.5,8.5,6.4,0,995.5,6.8,2.6,3.6
4-Jul-81,19.2,11.7,7.5,0,1001.9,8.2,2.7,3.7
5-Jul-81,18.5,12.6,11.3,2.1,998.7,11.5,3,4.3
6-Jul-81,20.1,12.9,9.5,0.1,1001.7,14.6,3.8,5.8
7-Jul-81,21,13.8,9.4,0,1004.8,11.6,3.2,4.4
8-Jul-81,18.5,12.4,7.5,0.1,1004.5,6,1.8,2.4
9-Jul-81,19.2,9.8,8,0,1006.8,5.8,2.8,3.9
10-Jul-81,18.1,8.3,5.2,0.7,1004.5,6.7,2.1,3
11-Jul-81,17.2,12.1,10.9,0.7,1003.7,11.6,1.7,2.6
12-Jul-81,16.2,11.5,11.3,0,1007.8,3.8,1.7,2.3
13-Jul-81,18.5,11.9,7.9,0,1009.2,8.2,2.3,3.2
14-Jul-81,16.2,12.1,11.7,0.2,1012,4.9,1.5,1.9
15-Jul-81,17,13.5,13.4,0.9,1009,7.1,1.7,2.3
16-Jul-81,17.6,10,11.7,3.5,1004.2,11.7,2.7,4.1
17-Jul-81,15.9,9.3,8.1,3,1005,11.4,2.2,3.5
18-Jul-81,18.1,8.4,5.6,4.6,1010,9,2.5,3.7
19-Jul-81,19.8,12.3,11.2,0.1,1009.4,13.4,2.3,3.5
20-Jul-81,20.3,12.6,11.8,0.2,1008.3,13.9,2.3,3.4
21-Jul-81,16.6,11.7,10.1,3.8,1001,9.9,1.5,2.1
22-Jul-81,15.8,10.6,9.4,1.8,995.8,12.9,2,2.9
23-Jul-81,16.8,9.8,8.8,1.2,1000.5,12.5,2.2,3.4
24-Jul-81,14.7,9.3,6.4,0,1007.7,9.1,1.8,2.5
25-Jul-81,17.1,10.6,10.1,1.5,1010.5,7.3,1.6,2.4
26-Jul-81,21.4,13.4,12.1,0,1014.7,10,2.9,4.3
27-Jul-81,24.7,14.9,13.5,0,1017.7,7.6,3.6,4.8
28-Jul-81,22.5,12.7,15,0,1013.4,5.5,2.3,3
29-Jul-81,20.2,11.4,10.9,0,1013.2,4.4,3.2,4.3
30-Jul-81,17.7,10,5,0,1012.5,1.9,2.1,2.8
31-Jul-81,17.7,9,8,0,1007.6,5.5,2.6,3.6
1-Aug-81,17.8,7,4.1,0,1008.4,4.5,2.1,2.9
2-Aug-81,20.7,9.9,4.9,0,1011.5,6.2,3.3,4.6
